post_url,post_id,post_author,post_engagement,post_text,run_id,run_started_at
"https://www.linkedin.com/posts/jayden-sink-922499378_most-recruiters-are-the-problem-we-built-activity-7429917837525426176-i_64","","Jayden Sink","0","Most recruiters are the problem. We built TradesTalent to be the opposite. Traditional blue collar staffing is broken. Here's how it usually goes: A company desperately needs a diesel mechanic, a machinery operator, or an electrician. They call a staffing agency. The agency sends whoever's available — not whoever's right. The new hire quits in 3 weeks. The company is back to square one, minus thousands of dollars and weeks of lost productivity. The industry average retention rate is 20-30%. Let that sink in. That means 7 out of 10 placements don't stick. That's not recruiting. That's a revolving door with a price tag. That's why I built TradesTalent Systems as the world's first Anti-Recruiter agency. What does Anti-Recruiter mean? → We don't send bodies. We send the RIGHT person. → We don't hide behind contracts. We stand behind our results. → We don't work for the fee. We work for the fit. Our retention rates run 55-97%. On our last campaign we generated 175 qualified applicants and placed 11 hires in 45 days — all under $1K in ad spend. If your staffing company can't say the same, you don't have a recruiting partner. You have an expensive problem. We place diesel mechanics, heavy machinery operators and technicians, CDL drivers, manufacturing techs, HVAC technicians, electricians, plumbers, and skilled construction workers. If the role requires skill, grit, and showing up — that's our lane. We're not here to fill seats. We're here to build crews that actually stay. If you're tired of the revolving door — let's talk.","zUbCqF6XWzjOvRLnk","2026-03-09T09:45:59.161Z"
"https://www.linkedin.com/posts/jen-cornish-vaughan-757a4915b_relationships-sjp-talent-activity-7426645904637603840-9eeZ","","Jen Cornish-Vaughan","199","After 7 great years recruiting in-house at SJP I took the opportunity of VR at Christmas and am delighted (and slightly terrified) to announce that Cornish-Vaughan Associates is just about up and running. Thank you to the fantastic talent team at SJP and inspirational stakeholders who made it so very hard to leave! You know who you are. Having run an agency previously I understand the work involved in delivering for both clients and candidates, and believe there is still a genuine need for commercial consultancy, personal service, quick delivery and competitive fees! (If I’m wrong then I’ll be posting that I’m looking for a new role in about 6 months!). With extensive financial recruitment experience - including Exec hires and in-depth FS knowledge - I feel I’m well placed to solve recruitment problems quickly and effectively for clients, and at the same time secure great roles for motivated individuals who are finding it hard to make a move that aligns their careers ambitions with their lifestyle choices. Get in touch if you have any recruitment problems CVA can help with so that you can focus on growing and evolving your business. I can guarantee personal service, genuine engagement, quick delivery and competitive bespoke fees. jen@cornish-vaughanassociates.co.uk or 07598 006321. #relationships #sjp #talent acquisition #financial services #consultancy #financial recruitment #cornish-vaughanassociates","zUbCqF6XWzjOvRLnk","2026-03-09T09:45:59.161Z"
"https://www.linkedin.com/posts/corestaff-pte-ltd_corestaff-recruitmentagency-activity-7432262980416761858-yzzE","","Corestaff Pte Ltd","2","With 1,600+ licensed agencies out there, most hiring managers are still guessing whom to trust. This guide breaks it all down honestly: - The 3 real tiers of agencies (and which one actually fits your business) - Exact fee ranges you’ll pay in 2026 - How to spot the good ones vs the ones that will waste your time - Foreign worker reality check (COMPASS, quotas, what agencies actually handle) - On-demand & flexible staffing options that actually work - Straight-talk checklist so you never sign a bad contract again #corestaff #recruitmentagency","zUbCqF6XWzjOvRLnk","2026-03-09T09:45:59.161Z"
"https://www.linkedin.com/posts/ryan-pointing-8bba405_this-hiring-manager-followed-hrs-process-activity-7434965486360178688-Bd89","","Ryan Pointing","26","This hiring manager followed HR's process perfectly. 6 months later: 200+ applications, 0 engineering hires The best candidates never saw the ads…. The process was followed exactly as prompted by HR. A LinkedIn post was made. The preferred agency was used.. Internal referrals were acquired. But 6 months later, here’s what the hiring manager had to show for it: 200+ applications. Not one Senior Electrical Engineer with relay experience. One exhausted senior engineer covering the gap. A milestone the client couldn’t afford to miss. When he finally called me, I asked: “What do you actually need?” He answered in a few sentences. “Senior Electrical Engineer, energy background with relay experience”. Comfortable traveling 20%.” That was it. It wasn’t some fantasy checklist or set of inflated requirements. In fact, I knew three engineers within 15 miles of his office who matched that profile. Yet… None of them had seen the posting. None of them were job hunting. None of them had applied. Most companies forget that these engineers are invisible to traditional recruiting methods. They aren’t looking for a job. Six months of waiting cost this client more than any recruitment fee ever would have. Because the real cost was the delay. If you’re hiring in critical power, you’ll think you’ll encounter an engineer shortage. But you’ll actually be short on reach. I can help you bridge that gap. Let’s talk. Link in the comments.","zUbCqF6XWzjOvRLnk","2026-03-09T09:45:59.161Z"
"https://www.linkedin.com/posts/stevenglynn_were-already-working-with-a-recruiting-activity-7431729579687440384-9b_S","","Steven Glynn","5","“we’re already working with a recruiting agency and not getting results… why would we try another one?” fair. if you’ve had a bad experience, it’s easy to write the whole thing off. but here’s the thing... not all agencies operate the same way. some are transactional some are volume shops some don’t really understand your market and then there are the ones who actually dig in. who learn your business. who ask the right questions. who send 2 strong candidates instead of 12 random ones. who care about long term fit, not just a placement fee... when it’s done right, you see results. good agencies are out there. the real question is whether you’re willing to try the right one.","zUbCqF6XWzjOvRLnk","2026-03-09T09:45:59.161Z"
"https://www.linkedin.com/posts/rachael-hansen-23a0581b1_pmoleadership-projectdelivery-leadership-activity-7432570100945166336-J0Ya","","Rachael Hansen","32","💡 What is the real cost of recruitment inside a PMO? This week I met with a Head of PMO who is currently leading delivery while also recruiting for every PMO role. Every CV goes to him. Even the ones that are clearly misaligned. He’s providing feedback on all of them and sitting in early interviews, on top of running the function. His frustration wasn’t about people. It was about time. When organisations assess recruitment models, they usually focus on upfront cost. Agency fee vs internal spend. But what’s the cost of a PMO Director spending hours screening unsuitable CVs instead of focusing on governance, risk and delivery oversight? Leadership time in a PMO is a critical lever. When it’s spread too thin, delivery performance follows. Over the past year, I’ve partnered with several clients to proactively headhunt specific PMO skill sets, reducing unsuitable shortlists and protecting leadership time. Sometimes the more important question isn’t “What does external support cost?” It’s “What is leadership time worth?” #PMOLeadership #ProjectDelivery #Leadership #OperationalExcellence","zUbCqF6XWzjOvRLnk","2026-03-09T09:45:59.161Z"
"https://www.linkedin.com/posts/rajul-aggarwal-199705ra_recruiting-globaltalent-startups-activity-7434573515866984448-oaKQ","","Ryan Thomas","2","Need to hire, but don't want the overhead of a recruiting agency? 🤝 I’m helping a friend who specializes in Recruitment for the USA and Indian markets find new freelance partnerships. They work strictly on a commission basis, meaning they are 100% incentivized to find you the best talent quickly. No retainers, no hidden fees—just results. 📍 Focus: USA & India 🎯 Specialty: [e.g., Tech, Fintech, or Executive Search] 💰 Model: Success-fee/Commission Know a company that’s growing? Tag them below or send me a message. Let’s get people hired! 🚀 #Recruiting #GlobalTalent #Startups #HiringNow #FreelanceRecruiter","zUbCqF6XWzjOvRLnk","2026-03-09T09:45:59.161Z"
"https://www.linkedin.com/posts/craigturner7_talentacquisition-founder-startups-activity-7429079644827459584-qs4a","","Craig Turner","73","When should you hire your first full-time internal recruiter / TA? A question for my network. In my opinion, it is when you are planning to hire 20+ people in the next 12 months. Why? 🚀 Founder capacity. 30%+ of the founder's time is spent on hiring when under 50 headcount, this doesn't scale to 20 hires/year. 🎯 Milestone slippage. Without a dedicated TA, leaders and teams get distracted and/or don't have the right people to deliver on revenue and product goals. 🤓 Expertise. Moving from hiring in your immediate network and referrals to consistently hiring across multiple skill sets each month requires a different approach and specific TA knowledge. ⚙️ Hiring engine. Hiring 2/month requires the right TA tools, processes, and system, not just Google sheets and a LinkedIn license. You need someone who knows how to set this up. 💰 Cost. The internal recruiter will more than pay for themselves, when compared to agency fees and/or the cost of the founders/leaderships time being hands on recruiting. Not quite there but still feeling like you need support? Engage a fractional, get an expert for the fraction of a full time employee cost. So what do other people advise, when should a startup hire their first recruiter? #talentacquisition #founder #startups #hiring #recruitment","zUbCqF6XWzjOvRLnk","2026-03-09T09:45:59.161Z"
"https://www.linkedin.com/posts/ryanisgpartners_this-is-awesome-over-120-hires-so-far-and-activity-7427018617155887104-wRtH","","Ryan Flannelly 🍮","10","""This is AWESOME. Over 120 hires so far and potentially >$2.1M of savings by year end - truly stellar work. Please thank your team for their incredible effort! Our leadership will be quite pleased with this."" We helped this client save over $2.1M across their portfolio companies over the course of a year! $2.1M!!! How wouldn't your leadership team be impressed with that amount of cost savings!? If you are tired of Recruiting Agency Fees eating your budget, then let's set up a time to chat!","zUbCqF6XWzjOvRLnk","2026-03-09T09:45:59.161Z"
"https://www.linkedin.com/posts/kavar-fraser-b2889a173_i-want-to-share-something-important-for-fellow-activity-7434286240276844544-hEkL","","Kavar Fraser","77","I want to share something important for fellow job seekers. Recently, I applied for a “Travel Agent” position advertised on LinkedIn. After applying, I was invited to attend a webinar, where it was revealed that the opportunity required a subscription fee to get started. While entrepreneurship and independent contractor opportunities are valid business models, they are not the same as traditional employment. A job typically means: • You apply • You are interviewed • You are hired • You are paid for your work • You do not pay to begin working When a role requires an upfront fee or ongoing subscription, it is not employment — it is a business opportunity. There is nothing wrong with offering independent travel agent programs. However, transparency is critical. Job seekers — especially those actively seeking stable income — deserve to know upfront if: • A subscription fee is required • There is no guaranteed salary • The role is commission-based • It is an independent contractor model Advertising such roles strictly as “jobs” without clear disclosure can be misleading and discouraging to individuals who urgently need reliable income. Clear and honest communication builds trust. As professionals, we should ensure that opportunities are presented accurately so candidates can make informed decisions. I hope companies take this into consideration moving forward.","zUbCqF6XWzjOvRLnk","2026-03-09T09:45:59.161Z"
"https://www.linkedin.com/posts/alex-hall-mcim-058120283_remotejobs-hiring-remoterecruitment-activity-7427999426297618432-WBR2","","Alex Hall MCIM","16","🇬🇧 I worry about UK Recruiters… What is the benefit now to hire locally in UK vs South Africa? In SA… - 1-2 hr time zone difference (basically in the same timezone) - Both Remote - Fluent English Speaking (you already speak to a South African when you call your Bank, Broadband Provider…) - Same role - Same hours - 40-70% lower cost in South Africa - No NI, PAYE or other heavily weighing down responsibilities that come with local employment The typical UK recruitment agency charges a fee between 20-30% of the annual salary… Let’s say the UK annual salary for a mid-level role is £50k, that’s £10k-£15k! The person that gets recruited might only stay for 6-12 months and then the cycle continues… In SA, the equivalent yearly pay is approx £15k including our 20% mark up… > No placement fee > No recruiter fee We’re incentivised to find the best possible Remote Pro that stays within your Team long term We profit when the Remote Pro stays long term… If you hire locally for a non-remote role you won’t be affected. My prediction for 2030 is 80%+ of all remote white and blue colours jobs will be done from South Africa, Eastern Europe, Philippines, and South America. When actual location no longer matters, why would you continue to hire locally? What are your thoughts? #remotejobs #hiring #remoterecruitment #recruiter #recruiting #hr","zUbCqF6XWzjOvRLnk","2026-03-09T09:45:59.161Z"
"https://www.linkedin.com/posts/samtaketwobrothers-ttb_i-spoke-to-a-recruiter-billing-24-million-activity-7436700209935499264-3sfF","","Sam Miller","6","I spoke to a recruiter billing $2.4 Million Here are 7 signs that you're ready to leave agency life And start you're own recruitment business... 1. High self-discipline Works even when nobody is watching. 2. Love business development Enjoy building relationships from zero. 3. Comfortable with uncertainty Empty pipeline doesn’t scare them. 4. Independent thinker Doesn’t rely on managers or structure. 5. Protective of time Cuts off weak opportunities fast. 6. Emotionally resilient Handles rejection without support structures. 7. Already proven they can build a desk Has opened clients themselves before. But Mike also said, ""Don't be fooled."" A lot of people think.: “I billed $800k for my agency… I could just do that myself.” That's not always the case... Because agencies provide: • candidate databases • marketing • brand recognition • infrastructure • internal recruiters • sourcing help • systems • splits So when you go solo: You lose all of that. Want to find out if you're built for agency or lone wolf? Check out the full podcast in the comments below...","zUbCqF6XWzjOvRLnk","2026-03-09T09:45:59.161Z"
"https://www.linkedin.com/posts/activity-7432513637895843840-8ZOD","","Melanie Y.","0","Part 4: Clarifying Misconceptions Does an agency recruiter charge a fee for their services No, our clients always pay our fee Does an agency recruiter re write your resume for a fee or for free No, we are not the authors. What we do: make suggestions for you to improve your resume as needed o based on our client's needs. IE: adding more details with the caveat that it is your skill set and you can speak to it on an interview. If not do not add it. Does a candidate speak directly with our clients: Yes, through us the agency. We submit your resume to our clients after you are aware, qualified and interested. We schedule the interview for you with our clients. We solicit feedback from your interview from our clients. We extend the offer on our client's behalf Yes, we inform you through each stage of the interview process Over 20 years IT agency recruiting experience Melanie Conquest Technical Associates LLC 201 320 7282 c melanie@conquestassociates.com www.conquestassociates.com","zUbCqF6XWzjOvRLnk","2026-03-09T09:45:59.161Z"
"https://www.linkedin.com/posts/shekhar-kumar-36014222a_usstaffing-directclient-recruitmentpartners-activity-7427435440984580096-63Aw","","Shekhar kumar","67","🚨 Direct Client Requirements – Vendor Partnership Opportunity (US Staffing) We are currently working on multiple direct client requirements and looking to partner with reliable staffing agencies/vendors to help close these roles. 💼 Open Positions: (Details will be shared via email) 💰 One-time placement fee: $3,000 – $5,000 per successful hire 📍 Location: US-based roles 🤝 Looking for serious and experienced recruiting partners only If you're an agency/vendor interested in collaborating, 📩 Drop your email in the comments or DM me, and I will share the detailed requirements. Let’s build long-term partnerships and close positions together. #USStaffing #DirectClient #RecruitmentPartners #StaffingAgency #VendorPartnership #Hiring","zUbCqF6XWzjOvRLnk","2026-03-09T09:45:59.161Z"
"https://www.linkedin.com/posts/justin-roth-0b77686_recruiting-staffing-consulting-activity-7433155958907940864-_KvB","","Justin Roth","3","There’s a big difference between corporate recruiting, traditional agencies… and what we’re building at @OSTNY. Corporate = stable salary. Agency perm = one-time fee and low residual payouts. Agency contract = small residual payout with no upfront upside payout. But neither truly rewards building a consulting book. At OSTNY: • Industry-leading upfront payout on consultant and permanant placements. • Ongoing monthly GP for the life of the engagement. • Monthly bonuses for stacking 2, 3, 4+ consultants. If you’re a recruiter who wants the opportunity to build the desk of your choice, send me a note. #Recruiting #Staffing #Consulting #AgencyRecruiter #SalesCareers #BuildYourBook #RecurringRevenue #Hiring","zUbCqF6XWzjOvRLnk","2026-03-09T09:45:59.161Z"
"https://www.linkedin.com/posts/lee-glynn-3b8762a0_recruitment-leaders-hiring-managers-activity-7435343094776139776-qyMv","","Lee Glynn","0","🚨 Recruitment Leaders & Hiring Managers Quick Question The recruitment industry is evolving, and many businesses are exploring subscription-based hiring models rather than traditional contingency fees. If you were recruiting, would you consider a subscription model where you pay a fixed monthly fee that allows up to 3 hires per month? Benefits could include: ✔ Predictable recruitment costs ✔ Ongoing hiring support ✔ Faster access to talent pools I’m curious to see what the general consensus is across the network. 👇 Vote in the poll below: Poll Options: 1️⃣ Yes – sounds like a great model 2️⃣ Maybe – depends on the cost/terms 3️⃣ No – prefer traditional recruitment fees 4️⃣ Not sure / need more info Feel free to drop your thoughts in the comments as well it would be great to hear different perspectives from hiring managers and recruiters.","zUbCqF6XWzjOvRLnk","2026-03-09T09:45:59.161Z"
"https://www.linkedin.com/posts/ben-williams-recruitment_if-you-could-change-one-thing-about-recruitment-activity-7434945805985255424-wCAC","","Ben Williams Recruitment","2","❓If you could change ONE thing about recruitment, what would it be? 👀 We know that no two businesses, or candidates, are the same. What works brilliantly for one company might completely miss the mark for another. That’s why we don’t believe recruitment should ever be “one size fits all.” Some clients need speed. Some need deep market insight. Others need a partner who understands their culture and vision inside out. And candidates? They all want something different too. We tailor our approach to fit you... not the other way around. Have a look at the options below, and comment to let us know what you’d change 👇 🌟Faster placements 🌟Better-matched candidates 🌟Less paperwork 🌟More consistency","zUbCqF6XWzjOvRLnk","2026-03-09T09:45:59.161Z"
"https://www.linkedin.com/posts/davespeiran_the-number-of-recruiters-who-cannot-recruit-activity-7429913525885775872-Dh4m","","Dave Speiran","576","The number of Recruiters who cannot recruit beyond posting a job is honestly alarming. Companies are paying agency fees up to 30 percent of a Candidate’s annual salary and in many cases the hiring manager could have found that same person on LinkedIn in about ten minutes. Posting and praying is not recruiting. Real recruiting is identifying a market, mapping competitors, engaging passive Candidates, qualifying motivations, and managing both sides of the process from first conversation to acceptance. It is business development, relationship building, and influence. Not an Indeed notification. Large agency training used to create true Recruiters. People who knew how to open doors, run a search, and create value for a client. Somewhere along the way the model shifted to volume activity and software alerts. If your entire desk stops working when you do not have a job order to post, you do not have a recruiting business. You have a posting habit. Clients pay fees for access, insight, and control of the hiring process. When you actually recruit, you earn it and everyone wins. Experienced Recruiters who still believe in building a real desk know exactly what I am talking about.","zUbCqF6XWzjOvRLnk","2026-03-09T09:45:59.161Z"
"https://www.linkedin.com/posts/lisa-marie-klapschinski_hiringchallenges-recruitingreality-smallbusinesshiring-activity-7434583722177265664-8usV","","Lisa Klapschinski","5","Hiring shouldn’t feel like gambling, but for most small businesses, it does. Here’s what I kept seeing over and over again: • Recruiters disappearing once the fee was paid • Roles sitting open for months • Hiring managers burning out doing “recruiting” on top of their real job • Big agency fees with zero long-term strategy behind them The problem isn’t talent. The problem is a broken recruiting model. Traditional recruiting only works when you’re hiring constantly and can absorb large, one-time fees. Most manufacturing, construction, and logistics businesses don’t operate that way. They need consistency, not transactions. They need planning, not panic hiring. That gap is exactly why LMK Recruiting exists. #HiringChallenges #RecruitingReality #SmallBusinessHiring #ManufacturingJobs #ConstructionCareers #LogisticsHiring","zUbCqF6XWzjOvRLnk","2026-03-09T09:45:59.161Z"
"https://www.linkedin.com/posts/blakeherder_ive-been-interested-in-starting-my-own-recruiting-activity-7427790040778547200-MJab","","Blake Herder","3","I’ve been interested in starting my own recruiting agency for nearly 15 years. I genuinely enjoy playing matchmaker and working on the people side of the business. Why don't I?? I just don't see how there could be recruiting demand. There has been a strong and consistent pool of available talent in this space for years. Given that, I struggle to see under what circumstances a company would engage a recruiter and pay $10,000–$25,000. Maybe clients figure on a contingent arrangement, why not take the additional support knowing they'd more heavily weigh an internally sourced candidate without a sticker price. Confidential searches, maybe. Am I missing something? How are these recruiting companies staying in business? Why pay these huge fees when you could find someone with a decent network and pay them $1000 a month to re-post your content. What am I going to do? I'm going to continue offering free resources for job seekers (groups and communities) that hopefully also add value to others including my clients. Partnerships > recruiting fees https://lnkd.in/grRskcXV","zUbCqF6XWzjOvRLnk","2026-03-09T09:45:59.161Z"
"https://www.linkedin.com/posts/michaelcolonnese_im-hiring-internally-high-volume-sales-activity-7431801884304338944-Trof","","Michael Colonnese","126","I'M HIRING internally! High-volume Sales Recruiter. SV Academy is scaling fast with over 100 companies choosing to hiring our pre-trained Sales grads without any recruiting fees. We're looking to bring on an experienced recruiter that wants to join us to help goes from 50-60 SDR grads per mo to 150 to help meet the demands of our employer partners! DM me directly if interested. REQUIREMENTS: - No recruiting/staffing agencies (defeats the whole purpose of what we do - I don't pay fees!) - Must be a US or CAN citizen - Must have sales recruitment agency experience or large corp sales recruitment experience","zUbCqF6XWzjOvRLnk","2026-03-09T09:45:59.161Z"
"https://www.linkedin.com/posts/octagon-recruitment-group_engineering-activity-7431621622333272065-DaRp","","Octagon Group","7","When #engineering leaders talk about recruitment ROI, the conversation usually starts (and ends!) with cost. Agency fees. Salaries. Time to hire. Those numbers are easy to see, easy to compare, and easy to question. What’s much harder to quantify (and far more important) is the risk and long-term value embedded in every engineering hire. And that’s where most ROI conversations fall short. Because in engineering-led businesses, recruitment isn’t a transactional expense. It’s a strategic investment with compounding effects.","zUbCqF6XWzjOvRLnk","2026-03-09T09:45:59.161Z"
"https://www.linkedin.com/posts/stevenwicinski_a-word-to-recruiters-and-their-job-placement-activity-7434644844419153921-GLa-","","Steven Wicinski","2","A WORD TO RECRUITERS AND THEIR JOB PLACEMENT AGENCIES Almost every month I see new ads on LinkedIn (and other sites) for new agencies offering job assistance. And every one of them wants members to pay a monthly fee for services that may or may not land them any jobs. There are hundreds of services like yours. What makes yours the right choice? Job seekers don’t need another subscription service to pay monthly. They need recruiters who understand how to match real talent with real hiring needs — not firms that scan resumes for keywords and push them through applicant systems for hundreds of dollars per month. That isn’t recruiting. That's automation. Real placement means understanding a candidate’s strengths and building relationships with companies that actually need the talent. In legitimate recruiting, the employer -- not the job seeker -- pays the fee. Employers either pay a placement fee or a percentage markup (often 10–20%) on a contractor’s hourly rate for a set period of time. Many professionals are no longer willing to pay $300–$500+ per month for vague promises with no guaranteed outcome. With scams increasing on LinkedIn and elsewhere, skepticism is common sense. What’s more, most experienced professionals don’t need resume rewrites or generic coaching. They need access to real hiring managers and real opportunities. If your firm truly operates differently, explain: • Who pays your fee? • How do you engage employers? • What measurable results do you deliver? Transparency builds trust. Anything else raises concerns.","zUbCqF6XWzjOvRLnk","2026-03-09T09:45:59.161Z"
